106	442	1	1	1
115	10	1	1	1
115	90	1	1	1
115	118	1	1	1
115	156	1	1	1
115	168	1	1	1
115	185	1	1	1
115	192	1	1	1
115	229	1	1	1
115	237	1	1	1
115	288	1	1	1
115	341	1	1	1
115	346	1	1	1
115	370	1	1	1
115	382	1	1	1
115	428	1	1	1
115	475	1	1	1
119	95	1	1	1
119	122	1	1	1
119	139	1	1	1
119	191	1	1	1
119	266	1	1	1
120	145	1	1	1
121	25	1	1	1
121	56	1	1	1
121	147	1	1	1
121	162	1	1	1
121	164	1	1	1
121	199	1	1	1
121	210	1	1	1
121	235	1	1	1
121	292	1	1	1
121	295	1	1	1
121	332	1	1	1
121	376	1	1	1
121	398	1	1	1
121	413	1	1	1
121	422	1	1	1
121	465	1	1	1
121	471	1	1	1
125	5	1	1	1
127	65	1	1	1
127	72	1	1	1
127	84	1	1	1
127	244	1	1	1
127	260	1	1	1
127	334	1	1	1
127	377	1	1	1
127	395	1	1	1
127	402	1	1	1
127	467	1	1	1
131	39	1	1	1
131	177	1	1	1
131	319	1	1	1
131	391	1	1	1
131	421	1	1	1
131	447	1	1	1
137	147	1	1	1
137	162	1	1	1
137	332	1	1	1
137	471	1	1	1
138	322	1	1	1
140	446	1	1	1
144	240	1	1	1
146	139	1	1	1
151	16	1	1	1
151	112	1	1	1
151	160	1	1	1
151	217	1	1	1
151	259	1	1	1
151	265	1	1	1
151	342	1	1	1
151	362	1	1	1
151	393	1	1	1
151	418	1	1	1
155	44	1	1	1
155	241	1	1	1
155	275	1	1	1
155	449	1	1	1
159	31	1	1	1
159	392	1	1	1
161	88	1	1	1
161	310	1	1	1
161	444	1	1	1
162	8	1	1	1
162	15	1	1	1
162	70	1	1	1
162	113	1	1	1
162	126	1	1	1
162	164	1	1	1
162	209	1	1	1
162	219	1	1	1
162	271	1	1	1
162	326	1	1	1
162	332	1	1	1
162	405	1	1	1
162	454	1	1	1
163	88	1	1	1
163	109	1	1	1
163	228	1	1	1
163	253	1	1	1
165	147	1	1	1
165	162	1	1	1
165	262	1	1	1
165	332	1	1	1
165	448	1	1	1
165	471	1	1	1
172	379	1	1	1
173	140	1	1	1
179	17	1	1	1
179	44	1	1	1
179	77	1	1	1
179	227	1	1	1
179	241	1	1	1
180	25	1	1	1
180	66	1	1	1
180	71	1	1	1
180	135	1	1	1
180	143	1	1	1
180	153	1	1	1
180	171	1	1	1
180	183	1	1	1
180	238	1	1	1
180	249	1	1	1
180	257	1	1	1
180	272	1	1	1
180	328	1	1	1
180	353	1	1	1
180	355	1	1	1
180	356	1	1	1
180	416	1	1	1
180	465	1	1	1
180	466	1	1	1
182	312	1	1	1
184	179	1	1	1
187	129	1	1	1
187	350	1	1	1
187	365	1	1	1
189	114	1	1	1
189	159	1	1	1
189	327	1	1	1
189	390	1	1	1
190	93	1	1	1
190	147	1	1	1
190	162	1	1	1
190	264	1	1	1
190	450	1	1	1
190	471	1	1	1
194	58	1	1	1
199	89	1	1	1
199	470	1	1	1
200	25	1	1	1
200	35	1	1	1
200	143	1	1	1
200	204	1	1	1
200	239	1	1	1
200	292	1	1	1
200	465	1	1	1
203	28	1	1	1
203	35	1	1	1
203	83	1	1	1
203	186	1	1	1
203	202	1	1	1
203	233	1	1	1
203	239	1	1	1
203	249	1	1	1
203	278	1	1	1
203	285	1	1	1
203	328	1	1	1
203	329	1	1	1
203	367	1	1	1
203	425	1	1	1
203	441	1	1	1
208	137	1	1	1
208	256	1	1	1
210	442	1	1	1
220	54	1	1	1
220	189	1	1	1
220	327	1	1	1
220	434	1	1	1
221	114	1	1	1
221	390	1	1	1
223	173	1	1	1
226	45	1	1	1
226	70	1	1	1
226	167	1	1	1
226	211	1	1	1
226	389	1	1	1
226	450	1	1	1
235	147	1	1	1
235	162	1	1	1
235	332	1	1	1
235	471	1	1	1
239	249	1	1	1
240	386	1	1	1
241	375	1	1	1
245	220	1	1	1
245	239	1	1	1
246	89	1	1	1
246	470	1	1	1
247	221	1	1	1
252	56	1	1	1
252	210	1	1	1
252	297	1	1	1
252	306	1	1	1
252	325	1	1	1
252	376	1	1	1
252	427	1	1	1
252	478	1	1	1
254	28	1	1	1
254	35	1	1	1
254	83	1	1	1
254	186	1	1	1
254	202	1	1	1
254	233	1	1	1
254	239	1	1	1
254	249	1	1	1
254	278	1	1	1
254	285	1	1	1
254	328	1	1	1
254	329	1	1	1
254	367	1	1	1
254	425	1	1	1
254	441	1	1	1
256	56	1	1	1
256	106	1	1	1
256	172	1	1	1
256	210	1	1	1
256	306	1	1	1
256	376	1	1	1
256	427	1	1	1
256	478	1	1	1
258	442	1	1	1
262	348	1	1	1
263	110	1	1	1
263	311	1	1	1
263	338	1	1	1
263	366	1	1	1
263	371	1	1	1
263	409	1	1	1
264	9	1	1	1
268	277	1	1	1
268	390	1	1	1
270	81	1	1	1
270	220	1	1	1
274	22	1	1	1
279	5	1	1	1
279	65	1	1	1
279	122	1	1	1
279	249	1	1	1
279	328	1	1	1
279	331	1	1	1
279	473	1	1	1
282	119	1	1	1
283	18	1	1	1
289	147	1	1	1
289	162	1	1	1
289	332	1	1	1
289	471	1	1	1
290	460	1	1	1
291	147	1	1	1
291	162	1	1	1
291	332	1	1	1
291	471	1	1	1
292	89	1	1	1
293	88	1	1	1
293	305	1	1	1
293	381	1	1	1
294	67	1	1	1
296	8	1	1	1
296	139	1	1	1
296	190	1	1	1
296	197	1	1	1
296	232	1	1	1
296	439	1	1	1
296	454	1	1	1
297	442	1	1	1
298	2	1	1	1
298	21	1	1	1
298	43	1	1	1
298	75	1	1	1
298	87	1	1	1
298	96	1	1	1
298	104	1	1	1
298	130	1	1	1
298	150	1	1	1
298	196	1	1	1
298	212	1	1	1
298	213	1	1	1
298	218	1	1	1
298	236	1	1	1
298	250	1	1	1
298	284	1	1	1
298	308	1	1	1
298	320	1	1	1
298	361	1	1	1
298	404	1	1	1
298	408	1	1	1
298	415	1	1	1
298	443	1	1	1
302	479	1	1	1
303	200	1	1	1
303	328	1	1	1
303	416	1	1	1
309	89	1	1	1
317	412	1	1	1
322	101	1	1	1
322	146	1	1	1
322	181	1	1	1
322	330	1	1	1
322	407	1	1	1
322	453	1	1	1
322	473	1	1	1
325	442	1	1	1
326	8	1	1	1
326	88	1	1	1
327	4	1	1	1
327	11	1	1	1
327	37	1	1	1
327	66	1	1	1
327	86	1	1	1
327	132	1	1	1
327	133	1	1	1
327	135	1	1	1
327	142	1	1	1
327	153	1	1	1
327	171	1	1	1
327	205	1	1	1
327	222	1	1	1
327	231	1	1	1
327	238	1	1	1
327	336	1	1	1
327	344	1	1	1
327	380	1	1	1
327	431	1	1	1
327	438	1	1	1
327	458	1	1	1
327	466	1	1	1
329	23	1	1	1
329	47	1	1	1
329	52	1	1	1
329	57	1	1	1
329	64	1	1	1
329	68	1	1	1
329	111	1	1	1
329	126	1	1	1
329	164	1	1	1
329	271	1	1	1
329	318	1	1	1
329	321	1	1	1
329	324	1	1	1
329	397	1	1	1
329	461	1	1	1
330	274	1	1	1
333	13	1	1	1
333	27	1	1	1
333	121	1	1	1
333	198	1	1	1
333	255	1	1	1
333	460	1	1	1
335	1	1	1	1
335	12	1	1	1
335	28	1	1	1
335	79	1	1	1
335	83	1	1	1
335	99	1	1	1
335	100	1	1	1
335	107	1	1	1
335	200	1	1	1
335	207	1	1	1
335	224	1	1	1
335	278	1	1	1
335	285	1	1	1
335	286	1	1	1
335	287	1	1	1
335	328	1	1	1
335	412	1	1	1
335	416	1	1	1
335	436	1	1	1
335	441	1	1	1
335	469	1	1	1
339	78	1	1	1
345	147	1	1	1
345	162	1	1	1
345	332	1	1	1
345	471	1	1	1
347	385	1	1	1
352	263	1	1	1
353	89	1	1	1
357	18	1	1	1
357	53	1	1	1
357	55	1	1	1
357	117	1	1	1
357	139	1	1	1
357	166	1	1	1
357	170	1	1	1
357	171	1	1	1
357	206	1	1	1
357	215	1	1	1
357	233	1	1	1
357	238	1	1	1
357	316	1	1	1
357	343	1	1	1
357	373	1	1	1
357	406	1	1	1
357	423	1	1	1
357	457	1	1	1
360	2	1	1	1
360	14	1	1	1
360	21	1	1	1
360	60	1	1	1
360	87	1	1	1
360	127	1	1	1
360	150	1	1	1
360	165	1	1	1
360	178	1	1	1
360	188	1	1	1
360	213	1	1	1
360	236	1	1	1
360	289	1	1	1
360	291	1	1	1
360	323	1	1	1
360	345	1	1	1
360	384	1	1	1
360	408	1	1	1
360	417	1	1	1
360	432	1	1	1
360	443	1	1	1
360	459	1	1	1
363	28	1	1	1
363	41	1	1	1
363	91	1	1	1
363	169	1	1	1
363	173	1	1	1
363	176	1	1	1
363	194	1	1	1
363	223	1	1	1
363	248	1	1	1
363	249	1	1	1
363	302	1	1	1
363	328	1	1	1
363	356	1	1	1
363	367	1	1	1
363	383	1	1	1
363	388	1	1	1
363	416	1	1	1
363	462	1	1	1
364	36	1	1	1
372	16	1	1	1
372	46	1	1	1
372	112	1	1	1
372	160	1	1	1
372	259	1	1	1
372	265	1	1	1
372	362	1	1	1
372	393	1	1	1
372	418	1	1	1
375	299	1	1	1
376	103	1	1	1
376	123	1	1	1
379	108	1	1	1
385	44	1	1	1
385	241	1	1	1
385	275	1	1	1
385	449	1	1	1
386	115	1	1	1
392	93	1	1	1
392	209	1	1	1
392	219	1	1	1
392	264	1	1	1
392	313	1	1	1
392	354	1	1	1
393	155	1	1	1
394	92	1	1	1
394	220	1	1	1
395	364	1	1	1
396	37	1	1	1
396	56	1	1	1
396	66	1	1	1
396	125	1	1	1
396	133	1	1	1
396	135	1	1	1
396	152	1	1	1
396	153	1	1	1
396	171	1	1	1
396	238	1	1	1
396	258	1	1	1
396	376	1	1	1
398	442	1	1	1
399	29	1	1	1
399	59	1	1	1
399	69	1	1	1
399	98	1	1	1
399	136	1	1	1
399	157	1	1	1
399	174	1	1	1
399	193	1	1	1
399	216	1	1	1
399	243	1	1	1
399	261	1	1	1
399	269	1	1	1
399	281	1	1	1
399	314	1	1	1
399	337	1	1	1
399	349	1	1	1
399	351	1	1	1
399	387	1	1	1
399	400	1	1	1
399	451	1	1	1
399	460	1	1	1
399	463	1	1	1
399	474	1	1	1
401	32	1	1	1
401	48	1	1	1
401	169	1	1	1
401	251	1	1	1
401	446	1	1	1
402	102	1	1	1
403	391	1	1	1
413	89	1	1	1
413	470	1	1	1
414	141	1	1	1
414	148	1	1	1
414	267	1	1	1
414	437	1	1	1
419	130	1	1	1
420	273	1	1	1
424	28	1	1	1
424	83	1	1	1
424	304	1	1	1
424	391	1	1	1
427	442	1	1	1
429	170	1	1	1
429	412	1	1	1
430	369	1	1	1
432	147	1	1	1
432	162	1	1	1
432	332	1	1	1
432	471	1	1	1
433	28	1	1	1
433	35	1	1	1
433	83	1	1	1
433	186	1	1	1
433	202	1	1	1
433	233	1	1	1
433	239	1	1	1
433	249	1	1	1
433	278	1	1	1
433	285	1	1	1
433	328	1	1	1
433	329	1	1	1
433	367	1	1	1
433	425	1	1	1
433	441	1	1	1
434	114	1	1	1
434	159	1	1	1
434	327	1	1	1
434	390	1	1	1
435	154	1	1	1
435	214	1	1	1
435	220	1	1	1
437	449	1	1	1
439	0	1	1	1
439	128	1	1	1
439	149	1	1	1
442	103	1	1	1
446	28	1	1	1
446	35	1	1	1
446	83	1	1	1
446	92	1	1	1
446	249	1	1	1
446	328	1	1	1
446	329	1	1	1
446	367	1	1	1
448	348	1	1	1
448	450	1	1	1
449	116	1	1	1
449	276	1	1	1
449	368	1	1	1
452	184	1	1	1
452	307	1	1	1
452	342	1	1	1
455	396	1	1	1
459	147	1	1	1
459	162	1	1	1
459	332	1	1	1
459	471	1	1	1
464	357	1	1	1
465	195	1	1	1
465	280	1	1	1
468	234	1	1	1
470	89	1	1	1
472	121	1	1	1
473	6	1	1	1
473	133	1	1	1
473	153	1	1	1
473	171	1	1	1
473	238	1	1	1
473	356	1	1	1
473	466	1	1	1
478	442	1	1	1
