0	340	1	1	1
1	88	1	1	1
3	13	1	1	1
7	130	1	1	1
7	218	1	1	1
7	225	1	1	1
7	301	1	1	1
7	404	1	1	1
8	268	1	1	1
14	147	1	1	1
14	162	1	1	1
14	332	1	1	1
14	471	1	1	1
19	472	1	1	1
22	145	1	1	1
30	47	1	1	1
30	88	1	1	1
32	180	1	1	1
34	26	1	1	1
34	33	1	1	1
34	40	1	1	1
34	51	1	1	1
34	80	1	1	1
34	88	1	1	1
34	134	1	1	1
34	326	1	1	1
34	445	1	1	1
34	456	1	1	1
36	473	1	1	1
38	460	1	1	1
42	252	1	1	1
47	82	1	1	1
49	61	1	1	1
50	56	1	1	1
50	96	1	1	1
50	164	1	1	1
50	210	1	1	1
50	235	1	1	1
50	295	1	1	1
50	376	1	1	1
54	300	1	1	1
58	120	1	1	1
63	89	1	1	1
63	470	1	1	1
65	88	1	1	1
65	109	1	1	1
65	146	1	1	1
65	228	1	1	1
65	253	1	1	1
68	47	1	1	1
68	88	1	1	1
68	353	1	1	1
68	358	1	1	1
68	465	1	1	1
73	24	1	1	1
73	94	1	1	1
73	175	1	1	1
73	179	1	1	1
73	368	1	1	1
73	410	1	1	1
73	476	1	1	1
73	477	1	1	1
74	73	1	1	1
76	296	1	1	1
82	25	1	1	1
82	62	1	1	1
82	63	1	1	1
82	246	1	1	1
82	309	1	1	1
82	390	1	1	1
82	426	1	1	1
85	65	1	1	1
85	201	1	1	1
85	260	1	1	1
85	315	1	1	1
85	334	1	1	1
85	428	1	1	1
85	467	1	1	1
85	473	1	1	1
85	475	1	1	1
89	195	1	1	1
92	249	1	1	1
97	20	1	1	1
97	100	1	1	1
97	107	1	1	1
97	124	1	1	1
97	158	1	1	1
97	200	1	1	1
97	242	1	1	1
97	278	1	1	1
97	285	1	1	1
97	286	1	1	1
97	302	1	1	1
97	328	1	1	1
97	359	1	1	1
97	374	1	1	1
97	378	1	1	1
97	411	1	1	1
97	416	1	1	1
97	425	1	1	1
97	440	1	1	1
97	441	1	1	1
102	230	1	1	1
105	25	1	1	1
